1499529606.29={"ticker":{"high":347.27,"low":295,"last":343.5,"vol":73876.213173,"buy":342.78,"sell":343.47}}
1499529640.11={"ticker":{"high":347.27,"low":295,"last":342.78,"vol":73849.876714,"buy":340.23,"sell":343.4}}
1499529670.37={"ticker":{"high":347.27,"low":295,"last":342.78,"vol":73845.340714,"buy":340.24,"sell":343.4}}
1499529700.63={"ticker":{"high":347.27,"low":295,"last":342.78,"vol":73842.913714,"buy":340.27,"sell":343.36}}
1499529730.86={"ticker":{"high":347.27,"low":295,"last":342.78,"vol":73832.139226,"buy":340.27,"sell":343.35}}
1499529761.1={"ticker":{"high":347.27,"low":295,"last":342.78,"vol":73619.671413,"buy":340.3,"sell":343.29}}
1499529791.32={"ticker":{"high":347.27,"low":295,"last":340.3,"vol":73613.12985,"buy":341,"sell":343}}
1499529821.55={"ticker":{"high":347.27,"low":295,"last":343,"vol":73612.777431,"buy":341,"sell":343}}
1499529851.77={"ticker":{"high":347.27,"low":295,"last":341,"vol":73562.597829,"buy":341,"sell":342.73}}
1499529882.0={"ticker":{"high":347.27,"low":295,"last":340.27,"vol":73420.047151,"buy":340.27,"sell":342.73}}
1499529912.38={"ticker":{"high":347.27,"low":295,"last":341,"vol":73418.947151,"buy":341,"sell":342.42}}
1499529942.87={"ticker":{"high":347.27,"low":295,"last":342.4,"vol":73426.037679,"buy":340.11,"sell":342.3}}
1499529973.04={"ticker":{"high":347.27,"low":295,"last":342.4,"vol":73412.537679,"buy":340.11,"sell":340.98}}
1499530003.31={"ticker":{"high":347.27,"low":295,"last":340.11,"vol":73388.019096,"buy":340.1,"sell":340.11}}
1499530033.53={"ticker":{"high":347.27,"low":295,"last":340.1,"vol":73294.761879,"buy":340.1,"sell":342.28}}
1499530063.8={"ticker":{"high":347.27,"low":295,"last":340,"vol":73217.703513,"buy":340,"sell":342.25}}
1499530094.01={"ticker":{"high":347.27,"low":295,"last":340,"vol":73139.882984,"buy":340,"sell":342.22}}
1499530124.27={"ticker":{"high":347.27,"low":295,"last":338.6,"vol":73117.006936,"buy":338.6,"sell":342.19}}
1499530154.51={"ticker":{"high":347.27,"low":295,"last":338,"vol":73201.639387,"buy":338.01,"sell":342.19}}
1499530184.82={"ticker":{"high":347.27,"low":295,"last":338,"vol":73128.074166,"buy":338.12,"sell":341.98}}
1499530215.1={"ticker":{"high":347.27,"low":295,"last":338.13,"vol":73101.08851,"buy":338.12,"sell":342}}
1499530245.37={"ticker":{"high":347.27,"low":295,"last":338.14,"vol":72832.146904,"buy":338.14,"sell":341.98}}
1499530275.61={"ticker":{"high":347.27,"low":295,"last":338.14,"vol":72775.122831,"buy":338.14,"sell":341.98}}
1499530305.86={"ticker":{"high":347.27,"low":295,"last":338.14,"vol":72657.785049,"buy":337.87,"sell":338.14}}
1499530336.11={"ticker":{"high":347.27,"low":295,"last":338.14,"vol":72431.350695,"buy":337.87,"sell":338.14}}
1499530366.36={"ticker":{"high":347.27,"low":295,"last":338.14,"vol":72434.288248,"buy":337.12,"sell":342.17}}
1499530396.59={"ticker":{"high":347.27,"low":295,"last":338.14,"vol":72433.588248,"buy":337.16,"sell":341.87}}
1499530426.79={"ticker":{"high":347.27,"low":295,"last":338.14,"vol":72432.118248,"buy":337.21,"sell":339.99}}
1499530457.88={"ticker":{"high":347.27,"low":295,"last":339.99,"vol":72410.113688,"buy":338,"sell":340}}
1499530488.13={"ticker":{"high":347.27,"low":295,"last":340,"vol":72406.87642,"buy":338,"sell":340}}
1499530518.37={"ticker":{"high":347.27,"low":295,"last":340,"vol":72456.87642,"buy":338.01,"sell":340}}
1499530548.63={"ticker":{"high":347.27,"low":295,"last":340,"vol":72431.094782,"buy":338.03,"sell":340}}
1499530578.89={"ticker":{"high":347.27,"low":295,"last":340,"vol":72423.250626,"buy":337.12,"sell":339.98}}
1499530609.78={"ticker":{"high":347.27,"low":295,"last":340,"vol":72174.72815,"buy":337.18,"sell":339.98}}
1499530640.07={"ticker":{"high":347.27,"low":295,"last":340,"vol":72056.412455,"buy":337.22,"sell":339.98}}
1499530670.3={"ticker":{"high":347.27,"low":295,"last":340,"vol":72049.161153,"buy":337.3,"sell":339.98}}
1499530700.5={"ticker":{"high":347.27,"low":295,"last":337.3,"vol":72123.245641,"buy":337.38,"sell":339.98}}
1499530730.77={"ticker":{"high":347.27,"low":295,"last":337.3,"vol":72116.221677,"buy":337.35,"sell":339.98}}
1499530761.03={"ticker":{"high":347.27,"low":295,"last":337.3,"vol":72100.396034,"buy":337.36,"sell":339.98}}
1499530791.32={"ticker":{"high":347.27,"low":295,"last":337.3,"vol":72100.396034,"buy":337.41,"sell":339.95}}
1499530821.59={"ticker":{"high":347.27,"low":295,"last":337.3,"vol":72100.396034,"buy":337.54,"sell":339.95}}
1499530851.85={"ticker":{"high":347.27,"low":295,"last":337.6,"vol":72110.533473,"buy":338,"sell":339.96}}
1499530882.12={"ticker":{"high":347.27,"low":295,"last":337.6,"vol":72093.130105,"buy":338,"sell":339.96}}
1499530912.41={"ticker":{"high":347.27,"low":295,"last":337.6,"vol":72091.432325,"buy":338,"sell":339.96}}
1499530942.65={"ticker":{"high":347.27,"low":295,"last":337.6,"vol":72090.259682,"buy":338,"sell":339.97}}
1499530972.94={"ticker":{"high":347.27,"low":295,"last":337.6,"vol":72040.995945,"buy":338,"sell":340}}
1499531003.27={"ticker":{"high":347.27,"low":295,"last":337.6,"vol":72038.995945,"buy":338,"sell":339.98}}
1499531033.46={"ticker":{"high":347.27,"low":295,"last":338,"vol":72038.362745,"buy":338,"sell":339.98}}
1499531063.7={"ticker":{"high":347.27,"low":295,"last":338,"vol":72036.965923,"buy":338,"sell":339.98}}
1499531093.93={"ticker":{"high":347.27,"low":295,"last":338,"vol":72031.194929,"buy":338,"sell":339.98}}
1499531124.23={"ticker":{"high":347.27,"low":295,"last":338,"vol":72029.560217,"buy":338,"sell":339.98}}
1499531154.46={"ticker":{"high":347.27,"low":295,"last":338,"vol":72014.755462,"buy":339,"sell":339.98}}
1499531184.64={"ticker":{"high":347.27,"low":295,"last":338,"vol":70970.494692,"buy":339,"sell":339.98}}
1499531215.23={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70978.058426,"buy":339,"sell":339.98}}
1499531245.48={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70974.769364,"buy":339,"sell":339.98}}
1499531275.7={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70973.947137,"buy":339,"sell":339.98}}
1499531305.97={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70973.125384,"buy":339.01,"sell":339.98}}
1499531336.18={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70973.125384,"buy":339.01,"sell":339.94}}
1499531366.45={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70928.434931,"buy":339.01,"sell":339.98}}
1499531396.79={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70881.141727,"buy":339.01,"sell":339.95}}
1499531427.05={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70874.560126,"buy":337.54,"sell":339.52}}
1499531457.27={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70874.560126,"buy":337.54,"sell":339.51}}
1499531487.53={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70844.589022,"buy":337.54,"sell":339.53}}
1499531517.8={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70844.589022,"buy":337.54,"sell":339.5}}
1499531548.32={"ticker":{"high":347.27,"low":295,"last":339.98,"vol":70837.163693,"buy":337.54,"sell":338}}
1499531578.6={"ticker":{"high":347.27,"low":295,"last":338,"vol":70838.637022,"buy":337.54,"sell":338}}
1499531608.85={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70876.259913,"buy":337.5,"sell":337.54}}
1499531639.11={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70899.069913,"buy":337.5,"sell":337.54}}
1499531669.72={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70881.648335,"buy":337.5,"sell":338}}
1499531699.99={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70916.415464,"buy":337.54,"sell":338}}
1499531730.26={"ticker":{"high":347.27,"low":295,"last":338,"vol":70914.945489,"buy":337.56,"sell":339.43}}
1499531760.52={"ticker":{"high":347.27,"low":295,"last":337.56,"vol":70921.087588,"buy":337.54,"sell":339.33}}
1499531790.74={"ticker":{"high":347.27,"low":295,"last":337.56,"vol":70914.626388,"buy":337.56,"sell":339.37}}
1499531820.97={"ticker":{"high":347.27,"low":295,"last":337.56,"vol":70905.904855,"buy":337.56,"sell":339.4}}
1499531851.21={"ticker":{"high":347.27,"low":295,"last":339.34,"vol":70911.828118,"buy":337.56,"sell":339.37}}
1499531881.53={"ticker":{"high":347.27,"low":295,"last":339.34,"vol":70886.892845,"buy":337.54,"sell":338.96}}
1499531911.77={"ticker":{"high":347.27,"low":295,"last":339.34,"vol":70883.313038,"buy":337.54,"sell":338.93}}
1499531941.97={"ticker":{"high":347.27,"low":295,"last":339.34,"vol":70883.313038,"buy":337.54,"sell":339.36}}
1499531972.22={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70864.411522,"buy":337.54,"sell":339}}
1499532002.49={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70841.164167,"buy":337.54,"sell":338.92}}
1499532032.76={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70999.187796,"buy":337.54,"sell":339.45}}
1499532063.02={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70992.034865,"buy":337.56,"sell":339.36}}
1499532093.26={"ticker":{"high":347.27,"low":295,"last":337.56,"vol":70990.172833,"buy":337.56,"sell":339.39}}
1499532123.5={"ticker":{"high":347.27,"low":295,"last":337.56,"vol":70990.172833,"buy":337.56,"sell":339.36}}
1499532153.75={"ticker":{"high":347.27,"low":295,"last":337.56,"vol":70990.172833,"buy":337.56,"sell":339}}
1499532184.03={"ticker":{"high":347.27,"low":295,"last":337.56,"vol":70990.172833,"buy":337.54,"sell":338.9}}
1499532214.24={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70992.80357,"buy":338,"sell":339.26}}
1499532244.53={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70992.80357,"buy":338,"sell":339.23}}
1499532274.79={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70992.80357,"buy":338,"sell":339.19}}
1499532307.08={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70992.80357,"buy":338,"sell":339.11}}
1499532337.35={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.247644,"buy":337.54,"sell":337.98}}
1499532367.58={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.247644,"buy":337.54,"sell":337.98}}
1499532397.78={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.247644,"buy":337.54,"sell":337.98}}
1499532428.05={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.247644,"buy":337.54,"sell":337.98}}
1499532458.29={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.247644,"buy":337.54,"sell":337.98}}
1499532488.49={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.247644,"buy":337.54,"sell":337.98}}
1499532518.77={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.782179,"buy":337.54,"sell":339.08}}
1499532550.15={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.782179,"buy":337.54,"sell":339.02}}
1499532580.36={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":70978.782179,"buy":337.54,"sell":338.95}}
1499532610.57={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71109.706179,"buy":337.54,"sell":339.14}}
1499532640.83={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71218.825118,"buy":337.54,"sell":339.05}}
1499532671.08={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71219.926442,"buy":337.54,"sell":339.07}}
1499532701.38={"ticker":{"high":347.27,"low":295,"last":339.05,"vol":71220.117399,"buy":337.54,"sell":339.05}}
1499532731.6={"ticker":{"high":347.27,"low":295,"last":339.05,"vol":71220.04373,"buy":337.54,"sell":338.98}}
1499532761.83={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71200.812465,"buy":337.54,"sell":339.18}}
1499532792.49={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71199.153683,"buy":337.54,"sell":338.93}}
1499532822.77={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71187.194574,"buy":337.54,"sell":338.87}}
1499532852.99={"ticker":{"high":347.27,"low":295,"last":338.86,"vol":71442.310011,"buy":337.54,"sell":338.86}}
1499532883.2={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71574.510865,"buy":337.54,"sell":338.86}}
1499532913.44={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71572.068517,"buy":337.54,"sell":338.85}}
1499532943.69={"ticker":{"high":347.27,"low":295,"last":338,"vol":71600.568159,"buy":337.54,"sell":338}}
1499532973.95={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71134.182509,"buy":337.03,"sell":337.54}}
1499533004.2={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71172.891983,"buy":337.03,"sell":337.54}}
1499533034.43={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71180.761312,"buy":337.03,"sell":337.54}}
1499533064.64={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71032.602577,"buy":337.03,"sell":337.54}}
1499533094.88={"ticker":{"high":347.27,"low":295,"last":337.54,"vol":71034.91858,"buy":337.03,"sell":337.54}}
1499533125.12={"ticker":{"high":347.27,"low":295,"last":337,"vol":71214.701609,"buy":337,"sell":337.03}}
1499533155.34={"ticker":{"high":347.27,"low":295,"last":337,"vol":71418.841032,"buy":337,"sell":337.03}}
1499533185.66={"ticker":{"high":347.27,"low":295,"last":337,"vol":71548.579844,"buy":337,"sell":337.03}}
1499533215.92={"ticker":{"high":347.27,"low":295,"last":337.02,"vol":71555.515534,"buy":337.02,"sell":338.98}}
1499533246.2={"ticker":{"high":347.27,"low":295,"last":337.02,"vol":71555.515534,"buy":337.02,"sell":339}}
1499533276.42={"ticker":{"high":347.27,"low":295,"last":337.02,"vol":71555.430042,"buy":337.02,"sell":338.98}}
1499533306.66={"ticker":{"high":347.27,"low":295,"last":337.02,"vol":71555.430042,"buy":337,"sell":338.98}}
1499533336.9={"ticker":{"high":347.27,"low":295,"last":337.02,"vol":71555.430042,"buy":337,"sell":338.98}}
1499533367.14={"ticker":{"high":347.27,"low":295,"last":337,"vol":71603.056115,"buy":336.6,"sell":337}}
1499533397.4={"ticker":{"high":347.27,"low":295,"last":337,"vol":71575.765271,"buy":336.6,"sell":338.98}}
1499533427.61={"ticker":{"high":347.27,"low":295,"last":337,"vol":71575.760712,"buy":336.6,"sell":338.48}}
1499533457.89={"ticker":{"high":347.27,"low":295,"last":337,"vol":71575.760712,"buy":336.6,"sell":338.98}}
1499533488.12={"ticker":{"high":347.27,"low":295,"last":337,"vol":71567.836772,"buy":336.6,"sell":338.68}}
1499533518.38={"ticker":{"high":347.27,"low":295,"last":336.6,"vol":71576.058541,"buy":335.54,"sell":338.98}}
1499533548.58={"ticker":{"high":347.27,"low":295,"last":335.09,"vol":71588.937125,"buy":335.09,"sell":338.92}}
1499533578.85={"ticker":{"high":347.27,"low":295,"last":335.09,"vol":71588.937125,"buy":335.1,"sell":338.85}}
1499533609.1={"ticker":{"high":347.27,"low":295,"last":335.09,"vol":71581.428225,"buy":335.09,"sell":337.99}}
1499533639.36={"ticker":{"high":347.27,"low":295,"last":335.09,"vol":71580.459126,"buy":335.08,"sell":337.99}}
1499533669.6={"ticker":{"high":347.27,"low":295,"last":335,"vol":71612.969872,"buy":334.49,"sell":335}}
1499533699.8={"ticker":{"high":347.27,"low":295,"last":334.49,"vol":71612.974356,"buy":334,"sell":334.4}}
1499533730.04={"ticker":{"high":347.27,"low":295,"last":334,"vol":71612.620226,"buy":333.84,"sell":334.4}}
1499533760.31={"ticker":{"high":347.27,"low":295,"last":333.84,"vol":71618.768504,"buy":333.01,"sell":333.84}}
1499533790.96={"ticker":{"high":347.27,"low":295,"last":333.01,"vol":71631.976134,"buy":333.01,"sell":333.84}}
1499533821.2={"ticker":{"high":347.27,"low":295,"last":333.01,"vol":71632.111025,"buy":333.01,"sell":333.84}}
1499533851.47={"ticker":{"high":347.27,"low":295,"last":333.84,"vol":71639.869382,"buy":333.84,"sell":334.99}}
1499533882.0={"ticker":{"high":347.27,"low":295,"last":333.85,"vol":71652.16078,"buy":333.85,"sell":334.99}}
1499533912.19={"ticker":{"high":347.27,"low":295,"last":333.85,"vol":71648.581294,"buy":333.85,"sell":334.99}}
1499533942.41={"ticker":{"high":347.27,"low":295,"last":333.85,"vol":71603.209973,"buy":333.85,"sell":334.99}}
1499533972.64=
1499534014.46={"ticker":{"high":347.27,"low":295,"last":334.99,"vol":71603.683908,"buy":333.9,"sell":334.99}}
1499534076.72={"ticker":{"high":347.27,"low":295,"last":334.99,"vol":71594.66588,"buy":334.2,"sell":334.99}}
1499534107.02={"ticker":{"high":347.27,"low":295,"last":334.99,"vol":71592.11588,"buy":334.2,"sell":334.99}}
1499534137.28=
1499534167.55={"ticker":{"high":347.27,"low":295,"last":335,"vol":71595.21783,"buy":335.02,"sell":337.83}}
1499534197.74={"ticker":{"high":347.27,"low":295,"last":335,"vol":71595.21783,"buy":335.12,"sell":337.83}}
1499534251.07={"ticker":{"high":347.27,"low":295,"last":336.02,"vol":71596.018315,"buy":336.02,"sell":337.83}}
1499534281.31={"ticker":{"high":347.27,"low":295,"last":336.02,"vol":71596.018315,"buy":336.02,"sell":337.83}}
1499534311.58={"ticker":{"high":347.27,"low":295,"last":336.08,"vol":71596.730096,"buy":336.08,"sell":337.83}}
1499534341.84={"ticker":{"high":347.27,"low":295,"last":336.08,"vol":71579.986244,"buy":336.5,"sell":337.83}}
1499534372.07={"ticker":{"high":347.27,"low":295,"last":336.51,"vol":71579.887532,"buy":338,"sell":339}}
1499534402.34={"ticker":{"high":347.27,"low":295,"last":338,"vol":71580.087532,"buy":336.58,"sell":339}}
1499534432.57={"ticker":{"high":347.27,"low":295,"last":338.99,"vol":71580.092195,"buy":337,"sell":338.99}}
1499534462.78={"ticker":{"high":347.27,"low":295,"last":337.5,"vol":71598.784597,"buy":337.5,"sell":338.99}}
1499534493.01={"ticker":{"high":347.27,"low":295,"last":337.8,"vol":71605.874846,"buy":337.8,"sell":338.96}}
1499534523.22={"ticker":{"high":347.27,"low":295,"last":337.81,"vol":71275.381237,"buy":337.81,"sell":338.94}}
1499534553.46={"ticker":{"high":347.27,"low":295,"last":337.81,"vol":71277.146519,"buy":337.5,"sell":337.64}}
1499534584.14={"ticker":{"high":347.27,"low":295,"last":338.93,"vol":71254.7319,"buy":338.93,"sell":339}}
1499534614.4={"ticker":{"high":347.27,"low":295,"last":338.93,"vol":71263.2319,"buy":338.93,"sell":338.99}}
1499534644.62={"ticker":{"high":347.27,"low":295,"last":338.93,"vol":71277.6319,"buy":337,"sell":338.99}}
1499534674.89={"ticker":{"high":347.27,"low":295,"last":338.93,"vol":71277.6319,"buy":337,"sell":338.99}}
1499534705.16={"ticker":{"high":347.27,"low":295,"last":338.93,"vol":71277.6319,"buy":334.48,"sell":338.99}}
1499534735.65={"ticker":{"high":347.27,"low":295,"last":334.49,"vol":71365.105658,"buy":335,"sell":338.9}}
1499534765.9={"ticker":{"high":347.27,"low":295,"last":334.49,"vol":71365.105658,"buy":335,"sell":338.82}}
1499534796.15={"ticker":{"high":347.27,"low":295,"last":334.49,"vol":71365.105658,"buy":335,"sell":338.7}}
1499534826.39={"ticker":{"high":347.27,"low":295,"last":334.49,"vol":71365.105658,"buy":335.01,"sell":338.61}}
1499534856.63={"ticker":{"high":347.27,"low":295,"last":338,"vol":71365.405658,"buy":335,"sell":338}}
1499534886.88={"ticker":{"high":347.27,"low":295,"last":338,"vol":71365.405658,"buy":335.02,"sell":337.88}}
1499534917.07={"ticker":{"high":347.27,"low":295,"last":338,"vol":71365.405658,"buy":335.02,"sell":337.83}}
1499534947.34={"ticker":{"high":347.27,"low":295,"last":338,"vol":71341.855844,"buy":335.02,"sell":337.77}}
1499534977.54={"ticker":{"high":347.27,"low":295,"last":337.74,"vol":71342.31655,"buy":335.02,"sell":337.72}}
1499535007.86={"ticker":{"high":347.27,"low":295,"last":337.74,"vol":71342.31655,"buy":335.02,"sell":337.68}}
1499535038.1={"ticker":{"high":347.27,"low":295,"last":335.02,"vol":71352.350687,"buy":335.23,"sell":337.58}}
1499535068.52={"ticker":{"high":347.27,"low":295,"last":335.02,"vol":71352.350687,"buy":335.21,"sell":337.52}}
1499535098.77={"ticker":{"high":347.27,"low":295,"last":335.02,"vol":71352.350687,"buy":335.23,"sell":337.47}}
1499535129.01={"ticker":{"high":347.27,"low":295,"last":335.02,"vol":71352.350687,"buy":335.3,"sell":337.4}}
1499535159.27={"ticker":{"high":347.27,"low":295,"last":335.02,"vol":71352.350687,"buy":335.33,"sell":337.35}}
